6.170000000000000284e+01,3.829999999999999716e+01
5.179999999999999716e+01,4.820000000000000284e+01
6.360000000000000142e+01,3.639999999999999858e+01
6.279999999999999716e+01,3.720000000000000284e+01
7.179999999999999716e+01,2.819999999999999929e+01
6.550000000000000000e+01,3.450000000000000000e+01
7.179999999999999716e+01,2.819999999999999929e+01
6.189999999999999858e+01,3.810000000000000142e+01
7.150000000000000000e+01,2.850000000000000000e+01
6.189999999999999858e+01,3.810000000000000142e+01
5.800000000000000000e+01,4.200000000000000000e+01
6.139999999999999858e+01,3.860000000000000142e+01
6.270000000000000284e+01,3.729999999999999716e+01
4.779999999999999716e+01,5.220000000000000284e+01
5.800000000000000000e+01,4.200000000000000000e+01
5.970000000000000284e+01,4.029999999999999716e+01
7.379999999999999716e+01,2.619999999999999929e+01
7.340000000000000568e+01,2.660000000000000142e+01
7.229999999999999716e+01,2.769999999999999929e+01
6.329999999999999716e+01,3.670000000000000284e+01
6.050000000000000000e+01,3.950000000000000000e+01
4.860000000000000142e+01,5.139999999999999858e+01
4.979999999999999716e+01,5.020000000000000284e+01
6.210000000000000142e+01,3.789999999999999858e+01
6.179999999999999716e+01,3.820000000000000284e+01
7.150000000000000000e+01,2.850000000000000000e+01
7.279999999999999716e+01,2.719999999999999929e+01
7.340000000000000568e+01,2.660000000000000142e+01
7.109999999999999432e+01,2.889999999999999858e+01
6.120000000000000284e+01,3.879999999999999716e+01
7.359999999999999432e+01,2.639999999999999858e+01
7.459999999999999432e+01,2.539999999999999858e+01
7.970000000000000284e+01,2.030000000000000071e+01
8.400000000000000000e+01,1.600000000000000000e+01
8.500000000000000000e+01,1.500000000000000000e+01
8.890000000000000568e+01,1.109999999999999964e+01
8.590000000000000568e+01,1.409999999999999964e+01
8.979999999999999716e+01,1.019999999999999929e+01
9.170000000000000284e+01,8.300000000000000711e+00
9.390000000000000568e+01,6.099999999999999645e+00
8.909999999999999432e+01,1.090000000000000036e+01
9.029999999999999716e+01,9.699999999999999289e+00
8.620000000000000284e+01,1.380000000000000071e+01
8.509999999999999432e+01,1.490000000000000036e+01
9.029999999999999716e+01,9.699999999999999289e+00
9.090000000000000568e+01,9.099999999999999645e+00
9.470000000000000284e+01,5.299999999999999822e+00
9.450000000000000000e+01,5.500000000000000000e+00
8.759999999999999432e+01,1.240000000000000036e+01
9.390000000000000568e+01,6.099999999999999645e+00
8.970000000000000284e+01,1.030000000000000071e+01
8.829999999999999716e+01,1.169999999999999929e+01
8.990000000000000568e+01,1.009999999999999964e+01
9.440000000000000568e+01,5.599999999999999645e+00
9.229999999999999716e+01,7.700000000000000178e+00
9.329999999999999716e+01,6.700000000000000178e+00
9.229999999999999716e+01,7.700000000000000178e+00
8.179999999999999716e+01,1.819999999999999929e+01
8.450000000000000000e+01,1.550000000000000000e+01
8.340000000000000568e+01,1.660000000000000142e+01
8.870000000000000284e+01,1.130000000000000071e+01
9.129999999999999716e+01,8.699999999999999289e+00
8.809999999999999432e+01,1.190000000000000036e+01
8.150000000000000000e+01,1.850000000000000000e+01
8.400000000000000000e+01,1.600000000000000000e+01
9.470000000000000284e+01,5.299999999999999822e+00
9.640000000000000568e+01,3.600000000000000089e+00
9.620000000000000284e+01,3.799999999999999822e+00
9.270000000000000284e+01,7.299999999999999822e+00
8.979999999999999716e+01,1.019999999999999929e+01
8.529999999999999716e+01,1.469999999999999929e+01
7.920000000000000284e+01,2.080000000000000071e+01
8.229999999999999716e+01,1.769999999999999929e+01
8.390000000000000568e+01,1.610000000000000142e+01
7.940000000000000568e+01,2.060000000000000142e+01
7.559999999999999432e+01,2.439999999999999858e+01
8.279999999999999716e+01,1.719999999999999929e+01
8.659999999999999432e+01,1.340000000000000036e+01
7.690000000000000568e+01,2.310000000000000142e+01
7.750000000000000000e+01,2.250000000000000000e+01
8.829999999999999716e+01,1.169999999999999929e+01
9.359999999999999432e+01,6.400000000000000355e+00
9.040000000000000568e+01,9.599999999999999645e+00
8.940000000000000568e+01,1.059999999999999964e+01
8.150000000000000000e+01,1.850000000000000000e+01
8.829999999999999716e+01,1.169999999999999929e+01
8.529999999999999716e+01,1.469999999999999929e+01
8.359999999999999432e+01,1.639999999999999858e+01
8.770000000000000284e+01,1.230000000000000071e+01
8.800000000000000000e+01,1.200000000000000000e+01
9.190000000000000568e+01,8.099999999999999645e+00
9.220000000000000284e+01,7.799999999999999822e+00
9.359999999999999432e+01,6.400000000000000355e+00
9.009999999999999432e+01,9.900000000000000355e+00
8.559999999999999432e+01,1.440000000000000036e+01
7.740000000000000568e+01,2.260000000000000142e+01
8.450000000000000000e+01,1.550000000000000000e+01
8.100000000000000000e+01,1.900000000000000000e+01
8.800000000000000000e+01,1.200000000000000000e+01
8.400000000000000000e+01,1.600000000000000000e+01
7.620000000000000284e+01,2.380000000000000071e+01
7.629999999999999716e+01,2.369999999999999929e+01
7.729999999999999716e+01,2.269999999999999929e+01
6.990000000000000568e+01,3.010000000000000142e+01
7.250000000000000000e+01,2.750000000000000000e+01
7.479999999999999716e+01,2.519999999999999929e+01
8.390000000000000568e+01,1.610000000000000142e+01
8.740000000000000568e+01,1.259999999999999964e+01
9.140000000000000568e+01,8.599999999999999645e+00
9.479999999999999716e+01,5.200000000000000178e+00
9.359999999999999432e+01,6.400000000000000355e+00
8.929999999999999716e+01,1.069999999999999929e+01
8.279999999999999716e+01,1.719999999999999929e+01
7.340000000000000568e+01,2.660000000000000142e+01
8.429999999999999716e+01,1.569999999999999929e+01
8.859999999999999432e+01,1.140000000000000036e+01
8.320000000000000284e+01,1.680000000000000071e+01
7.829999999999999716e+01,2.169999999999999929e+01
6.990000000000000568e+01,3.010000000000000142e+01
7.109999999999999432e+01,2.889999999999999858e+01
7.320000000000000284e+01,2.680000000000000071e+01
8.420000000000000284e+01,1.580000000000000071e+01
8.979999999999999716e+01,1.019999999999999929e+01
9.409999999999999432e+01,5.900000000000000355e+00
