4.900000000000000000e+01,5.100000000000000000e+01
4.920000000000000284e+01,5.079999999999999716e+01
6.210000000000000142e+01,3.789999999999999858e+01
4.979999999999999716e+01,5.020000000000000284e+01
6.339999999999999858e+01,3.660000000000000142e+01
6.050000000000000000e+01,3.950000000000000000e+01
5.429999999999999716e+01,4.570000000000000284e+01
5.139999999999999858e+01,4.860000000000000142e+01
4.079999999999999716e+01,5.920000000000000284e+01
3.939999999999999858e+01,6.060000000000000142e+01
5.410000000000000142e+01,4.589999999999999858e+01
5.220000000000000284e+01,4.779999999999999716e+01
6.170000000000000284e+01,3.829999999999999716e+01
6.060000000000000142e+01,3.939999999999999858e+01
6.550000000000000000e+01,3.450000000000000000e+01
6.559999999999999432e+01,3.439999999999999858e+01
5.110000000000000142e+01,4.889999999999999858e+01
5.220000000000000284e+01,4.779999999999999716e+01
3.979999999999999716e+01,6.020000000000000284e+01
3.889999999999999858e+01,6.110000000000000142e+01
3.169999999999999929e+01,6.829999999999999716e+01
3.720000000000000284e+01,6.279999999999999716e+01
4.200000000000000000e+01,5.800000000000000000e+01
3.760000000000000142e+01,6.239999999999999858e+01
4.170000000000000284e+01,5.829999999999999716e+01
3.970000000000000284e+01,6.029999999999999716e+01
4.089999999999999858e+01,5.910000000000000142e+01
5.139999999999999858e+01,4.860000000000000142e+01
3.989999999999999858e+01,6.010000000000000142e+01
5.089999999999999858e+01,4.910000000000000142e+01
5.729999999999999716e+01,4.270000000000000284e+01
5.350000000000000000e+01,4.650000000000000000e+01
5.589999999999999858e+01,4.410000000000000142e+01
5.679999999999999716e+01,4.320000000000000284e+01
5.570000000000000284e+01,4.429999999999999716e+01
6.720000000000000284e+01,3.279999999999999716e+01
5.620000000000000284e+01,4.379999999999999716e+01
5.550000000000000000e+01,4.450000000000000000e+01
4.339999999999999858e+01,5.660000000000000142e+01
4.060000000000000142e+01,5.939999999999999858e+01
2.769999999999999929e+01,7.229999999999999716e+01
2.730000000000000071e+01,7.270000000000000284e+01
2.839999999999999858e+01,7.159999999999999432e+01
3.700000000000000000e+01,6.300000000000000000e+01
